Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Bwd Packet Length Max,Bwd Packet Length Min,Flow Bytes/s,Flow Packets/s,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,Label
234.63404498842954,7.299983109899704,2.989120412044165,110.82613464926725,93.60994965180332,71.47051888612339,90.38157171111712,126.219528930481,118.99007558744694,165.13141551783707,3.1251787450224437,0.0,0.0,0.0,0.0,0.0,BENIGN
1505.0607154587606,1.8451199559871156,0.9481777516205803,106.86196874135365,95.77770798573177,75.4269383238823,95.66221471189883,100.38931173481934,70.19371786288104,145.51067553288578,37.75981302845807,0.0,0.0,0.0,0.0,0.0,BENIGN
658.3728467727246,3.4663969436988618,1.2635922497221597,63.70220770925174,76.43730519982749,81.05153181865316,120.66432290402265,93.13616895780997,122.54268991270608,136.32402310704998,42.65355600553048,0.0,0.0,0.0,0.0,0.0,BENIGN
456.4712768879766,6.632806368578183,1.806711281809218,93.66055784494155,81.78600799868698,76.67373537445958,66.97739900480283,78.62667425427703,101.72667180923773,116.95434808165001,26.254164218753736,0.0,0.0,0.0,0.0,0.0,BENIGN
84.81243523117314,4.820893445244799,2.0365333436494835,123.27720888828888,98.54658680064021,120.50833546909503,96.03416086235511,101.14305922331208,97.72319083002397,421.1651257822651,11.23420137004154,0.0,0.0,0.0,0.0,0.0,BENIGN
84.7981459573026,7.385710386348938,2.4226180921054405,78.58957390851762,127.53578617886677,91.07294234877948,98.98201205529834,81.12799910125715,94.71782164183476,429.9487631194663,35.39172962552895,0.0,0.0,0.0,0.0,0.0,BENIGN
29.919384304340337,9.612079012228596,2.5546002896349442,88.96046612222521,109.61960480441809,72.23198556523795,70.54188278311473,98.30377398746833,129.38858777881808,430.8536730312863,30.954559997451362,0.0,0.0,0.0,0.0,0.0,BENIGN
1005.6154322399698,1.165466877151975,4.55716345487536,155.2211193303516,67.21686652734806,92.22589245881375,119.0639265622971,93.9141742774546,92.97526439227155,26.574322047701873,26.838969201041618,0.0,0.0,0.0,0.0,0.0,BENIGN
459.5410768136323,7.095677163980609,5.0957319082604124,106.5179575061222,109.3141701498158,105.00794907808016,54.08898172223697,122.016491409098,99.35638886227615,340.37006543104366,33.94313788230726,0.0,0.0,0.0,0.0,0.0,BENIGN
615.6250308522951,2.303441556321145,3.088792081263559,94.84012098162562,100.82013782888365,94.77744333930029,95.66510363906167,71.15721151761926,89.38767443453283,339.217644101234,49.93372469602476,0.0,0.0,0.0,0.0,0.0,BENIGN
10.399653999569312,4.144767274075693,9.072964199207282,90.45882757109786,87.33868086982969,95.65758473323808,99.26664302766468,82.18079308675462,100.5718432848519,349.24041925924206,6.134131123983484,0.0,0.0,0.0,0.0,0.0,BENIGN
1751.778737579156,0.32862725795139824,5.531397233389546,107.46119243383438,91.2550540064585,63.42633173910431,128.69576187543484,111.9061040760038,103.72592036754162,149.24214891819844,49.57926009486687,0.0,0.0,0.0,0.0,0.0,BENIGN
893.2147716773376,1.3590738229269894,7.874769280334068,113.69816566444332,109.95108452974247,118.20109009225125,113.95360622884473,88.3427101972871,107.97787604069478,104.13732772515864,23.802340806906876,0.0,0.0,0.0,0.0,0.0,BENIGN
119.3438126244735,3.197772890488997,9.242378324208433,56.88476975658841,68.56001065451596,92.96720389750821,63.71736810457017,82.90757283532758,107.51900237166457,267.40747517225884,18.104131815917874,0.0,0.0,0.0,0.0,0.0,BENIGN
100.33949437483169,3.4198580528798495,1.631351145758052,55.32128883420086,87.06114292998429,73.98637952146294,81.67321014152274,101.23205443672316,80.82902042907875,258.18810354535765,29.8437470790181,0.0,0.0,0.0,0.0,0.0,BENIGN
101.30571141612853,8.995852164620958,4.278744837156346,80.03905653715674,77.09094260100842,97.86301673502443,69.48998017137768,92.05152565271379,60.92188119621779,353.5115688370405,19.627650799648773,0.0,0.0,0.0,0.0,0.0,BENIGN
181.37686473023857,7.418129092665151,4.332104017146088,96.92313206306675,84.0167455223124,90.07907830824985,97.92164840838544,70.637476525109,102.27760628173986,192.5012098665175,40.65437441844016,0.0,0.0,0.0,0.0,0.0,BENIGN
371.9639154304272,9.72182968187041,3.5447225043835418,101.51138528717344,106.58695958640733,102.44948816931324,84.70113317906338,54.464346162419524,136.04929962927537,65.40000582291805,25.523666295285768,0.0,0.0,0.0,0.0,0.0,BENIGN
282.76853339016833,5.9907151033524055,0.0890586655163994,65.93082892657209,100.9752665967217,151.11303886328562,95.71475113204352,128.31973985022256,94.0856696253929,124.15219059225778,1.9318655466409869,0.0,0.0,0.0,0.0,0.0,BENIGN
172.11149627697074,2.41713732091318,8.15972107778095,95.90432692568855,113.42377993098555,85.04185315034675,77.91806404948457,112.3698229583992,82.90615830609282,111.79393868087011,4.442803603837017,0.0,0.0,0.0,0.0,0.0,BENIGN
473.1854369498993,3.276550299216429,1.115593215539028,98.56322202195274,54.92907059345072,114.90940522589155,85.60038617958016,130.77629035860215,66.30104431996904,152.67575239260694,46.34886687739858,0.0,0.0,0.0,0.0,0.0,BENIGN
75.11726436366934,3.198359232919671,9.95480597921759,83.0030517999422,94.60181712160231,93.43892160016053,114.99176350407585,67.59283878388787,72.96145374672076,399.40619142306304,17.99472018697782,0.0,0.0,0.0,0.0,0.0,BENIGN
172.75775600120113,3.2649432766325157,7.729584919111816,89.31019291222422,97.86157184099409,92.20763272141542,115.09032415720837,141.99373865100154,108.07464975209557,150.252745549371,12.981490429622463,0.0,0.0,0.0,0.0,0.0,BENIGN
228.13860911042352,6.729641731118157,5.800100176065145,85.46998299529983,67.23485920192691,125.116065813,80.64425356543644,97.29834719148616,64.99026675224852,144.52523418454822,16.548824110816117,0.0,0.0,0.0,0.0,0.0,BENIGN
